ID,SENSSAvgMom,NotificationNum,NotificationNumQuad,NotificationNumCub
130,84.5,3,9,27
130,82.5,4,16,64
130,52.5,5,25,125
130,72,6,36,216
130,69,1,1,1
130,87.5,2,4,8
130,85,3,9,27
130,90.5,4,16,64
130,83.5,5,25,125
130,86,6,36,216
130,76,1,1,1
130,89,2,4,8
130,89.5,3,9,27
130,84,4,16,64
130,60,5,25,125
130,63,6,36,216
131,53.5,1,1,1
131,61,2,4,8
131,60,3,9,27
131,58.5,4,16,64
131,63.5,5,25,125
131,66.5,6,36,216
131,42,1,1,1
131,NA,2,4,8
131,1,3,9,27
131,48.5,4,16,64
131,25.5,5,25,125
131,56,6,36,216
131,46.5,1,1,1
131,58.5,2,4,8
131,58,3,9,27
131,58,4,16,64
131,57.5,5,25,125
131,62.5,6,36,216
131,60,1,1,1
131,60,2,4,8
131,45,3,9,27
131,58.5,4,16,64
131,53.5,5,25,125
131,46.5,6,36,216
131,51.5,1,1,1
131,55.5,2,4,8
131,41,3,9,27
131,NA,4,16,64
131,NA,5,25,125
131,38,6,36,216
131,51.5,1,1,1
131,NA,2,4,8
131,50,3,9,27
131,61.5,4,16,64
131,60,5,25,125
131,47.5,6,36,216
131,55,1,1,1
131,61.5,2,4,8
131,51,3,9,27
131,56,4,16,64
131,38,5,25,125
131,28.5,6,36,216
131,52,1,1,1
131,33,2,4,8
131,NA,3,9,27
131,55.5,4,16,64
131,NA,5,25,125
131,57.5,6,36,216
131,52,1,1,1
131,58,2,4,8
131,49.5,3,9,27
131,58,4,16,64
131,20.5,5,25,125
131,52,6,36,216
131,55,1,1,1
131,56.5,2,4,8
131,29,3,9,27
131,35,4,16,64
131,34.5,5,25,125
131,56.5,6,36,216
131,30.5,1,1,1
131,50.5,2,4,8
131,45,3,9,27
131,58.5,4,16,64
131,59.5,5,25,125
131,33.5,6,36,216
131,52,1,1,1
131,58.5,2,4,8
131,71.5,3,9,27
131,59,4,16,64
131,64,5,25,125
131,58.5,6,36,216
131,56.5,1,1,1
131,59.5,2,4,8
131,68.5,3,9,27
131,59.5,4,16,64
131,62.5,5,25,125
131,65.5,6,36,216
131,44.5,1,1,1
131,46.5,2,4,8
131,63,3,9,27
131,57.5,4,16,64
131,61,5,25,125
131,59,6,36,216
131,59.5,1,1,1
131,NA,2,4,8
131,21.5,3,9,27
131,59.5,4,16,64
131,66.5,5,25,125
131,49,6,36,216
131,40.5,1,1,1
131,NA,2,4,8
131,65,3,9,27
131,62,4,16,64
131,40,5,25,125
131,NA,6,36,216
131,25,1,1,1
131,57.5,2,4,8
131,28.5,3,9,27
131,46.5,4,16,64
131,64,5,25,125
131,58,6,36,216
131,16,1,1,1
131,2,2,4,8
131,23,3,9,27
131,61,4,16,64
131,20.5,5,25,125
131,50.5,6,36,216
131,48,1,1,1
131,36,2,4,8
131,68,3,9,27
131,39.5,4,16,64
131,66,5,25,125
131,65.5,6,36,216
131,27.5,1,1,1
131,NA,2,4,8
131,NA,3,9,27
131,37,4,16,64
131,35.5,5,25,125
131,42.5,6,36,216
131,36.5,1,1,1
131,48.5,2,4,8
131,53.5,3,9,27
131,67,4,16,64
131,49,5,25,125
131,36,6,36,216
122,47,1,1,1
122,68,2,4,8
122,75.5,3,9,27
122,66,4,16,64
122,70,5,25,125
122,70.5,6,36,216
122,28.5,1,1,1
122,67.5,2,4,8
122,26.5,3,9,27
122,42.5,4,16,64
122,62,5,25,125
122,47,6,36,216
122,60,1,1,1
122,68,2,4,8
122,46,3,9,27
122,62,4,16,64
122,51.5,5,25,125
122,63,6,36,216
122,47,1,1,1
122,79,2,4,8
122,64.5,3,9,27
122,62,4,16,64
122,63,5,25,125
122,61.5,6,36,216
122,49,1,1,1
122,65,2,4,8
122,65,3,9,27
122,49,4,16,64
122,49,5,25,125
122,68.5,6,36,216
122,49,1,1,1
122,49,2,4,8
122,58.5,3,9,27
122,57.5,4,16,64
122,60,5,25,125
122,63.5,6,36,216
122,49,1,1,1
122,NA,2,4,8
122,60,3,9,27
122,59,4,16,64
122,69.5,5,25,125
122,61.5,6,36,216
122,49,1,1,1
122,54,2,4,8
122,57,3,9,27
122,53,4,16,64
122,62,5,25,125
122,56.5,6,36,216
122,49,1,1,1
122,60.5,2,4,8
122,49,3,9,27
122,50,4,16,64
122,49,5,25,125
122,NA,6,36,216
122,49,1,1,1
122,63,2,4,8
122,49.5,3,9,27
122,49,4,16,64
122,49,5,25,125
122,49,6,36,216
122,49,1,1,1
122,49.5,2,4,8
122,49,3,9,27
122,55,4,16,64
122,NA,5,25,125
122,59,6,36,216
122,50,1,1,1
122,50.5,2,4,8
122,63.5,3,9,27
122,75,4,16,64
122,49.5,5,25,125
122,NA,6,36,216
122,49.5,1,1,1
122,16,2,4,8
122,50,3,9,27
122,49,4,16,64
122,49,5,25,125
122,50,6,36,216
122,49.5,1,1,1
122,49,2,4,8
122,47.5,3,9,27
122,49,4,16,64
122,60,5,25,125
122,56,6,36,216
122,48.5,1,1,1
122,64.5,2,4,8
122,64,3,9,27
122,51.5,4,16,64
122,1,5,25,125
122,49,6,36,216
122,34.5,1,1,1
122,65.5,2,4,8
122,49.5,3,9,27
122,50,4,16,64
122,1.5,5,25,125
122,NA,6,36,216
122,55.5,1,1,1
122,57.5,2,4,8
122,64.5,3,9,27
122,49,4,16,64
122,32,5,25,125
122,49,6,36,216
122,49,1,1,1
122,49,2,4,8
122,49,3,9,27
122,49,4,16,64
122,49.5,5,25,125
122,62,6,36,216
122,50,1,1,1
122,49.5,2,4,8
122,NA,3,9,27
122,49,4,16,64
122,57,5,25,125
122,49,6,36,216
122,63,1,1,1
122,49,2,4,8
122,49.5,3,9,27
122,53,4,16,64
122,48.5,5,25,125
122,67.5,6,36,216
122,57.5,1,1,1
122,58.5,2,4,8
122,NA,3,9,27
122,NA,4,16,64
122,NA,5,25,125
122,49,6,36,216
132,30,1,1,1
132,48.5,2,4,8
132,58,3,9,27
132,49.5,4,16,64
132,61.5,5,25,125
132,76,6,36,216
132,49.5,1,1,1
132,32.5,2,4,8
132,58,3,9,27
132,55.5,4,16,64
132,75.5,5,25,125
132,65.5,6,36,216
132,51,1,1,1
132,61.5,2,4,8
132,49,3,9,27
132,63,4,16,64
132,67.5,5,25,125
132,63,6,36,216
132,63.5,1,1,1
132,49,2,4,8
132,NA,3,9,27
132,65,4,16,64
132,69,5,25,125
132,66.5,6,36,216
132,66.5,1,1,1
132,58,2,4,8
132,60.5,3,9,27
132,55,4,16,64
132,68,5,25,125
132,64,6,36,216
132,69.5,1,1,1
132,42.5,2,4,8
132,56,3,9,27
132,60,4,16,64
132,50,5,25,125
132,66.5,6,36,216
132,64.5,1,1,1
132,69.5,2,4,8
132,57.5,3,9,27
132,65.5,4,16,64
132,58,5,25,125
132,64,6,36,216
132,61,1,1,1
132,66.5,2,4,8
132,67,3,9,27
132,68.5,4,16,64
132,60.5,5,25,125
132,65.5,6,36,216
132,65.5,1,1,1
132,67.5,2,4,8
132,60,3,9,27
132,50,4,16,64
132,74,5,25,125
132,65,6,36,216
132,65,1,1,1
132,64.5,2,4,8
132,66,3,9,27
132,65,4,16,64
132,49.5,5,25,125
132,63,6,36,216
132,68,1,1,1
132,50,2,4,8
132,59.5,3,9,27
132,60,4,16,64
132,46.5,5,25,125
132,49.5,6,36,216
132,57,1,1,1
132,69,2,4,8
132,49,3,9,27
132,56,4,16,64
132,65.5,5,25,125
132,66,6,36,216
132,64.5,1,1,1
132,66.5,2,4,8
132,59.5,3,9,27
132,65,4,16,64
132,62.5,5,25,125
132,65.5,6,36,216
132,60.5,1,1,1
132,62,2,4,8
132,61,3,9,27
132,43.5,4,16,64
132,51.5,5,25,125
132,49.5,6,36,216
132,49.5,1,1,1
132,47.5,2,4,8
132,49.5,3,9,27
132,53,4,16,64
132,56.5,5,25,125
132,66,6,36,216
132,54,1,1,1
132,38.5,2,4,8
132,58,3,9,27
132,49.5,4,16,64
132,62.5,5,25,125
132,33,6,36,216
132,54.5,1,1,1
132,49.5,2,4,8
132,49.5,3,9,27
132,43.5,4,16,64
132,49.5,5,25,125
132,50.5,6,36,216
132,66.5,1,1,1
132,NA,2,4,8
132,49.5,3,9,27
132,51,4,16,64
132,62.5,5,25,125
132,50.5,6,36,216
132,49.5,1,1,1
132,60.5,2,4,8
132,47.5,3,9,27
132,62.5,4,16,64
132,58.5,5,25,125
132,41.5,6,36,216
132,65,1,1,1
132,52.5,2,4,8
132,61.5,3,9,27
132,68,4,16,64
132,61,5,25,125
132,69,6,36,216
132,63,1,1,1
132,53.5,2,4,8
132,56.5,3,9,27
132,58.5,4,16,64
132,64.5,5,25,125
132,56.5,6,36,216
127,62.5,1,1,1
127,64.5,2,4,8
127,63,3,9,27
127,68.5,4,16,64
127,71,5,25,125
127,71,6,36,216
127,67.5,1,1,1
127,NA,2,4,8
127,73,3,9,27
127,85.5,4,16,64
127,72,5,25,125
127,76.5,6,36,216
127,71,1,1,1
127,79,2,4,8
127,72.5,3,9,27
127,74,4,16,64
127,78.5,5,25,125
127,90,6,36,216
127,76,1,1,1
127,71,2,4,8
127,73,3,9,27
127,72.5,4,16,64
127,74.5,5,25,125
127,50,6,36,216
127,66,1,1,1
127,63,2,4,8
127,71,3,9,27
127,62.5,4,16,64
127,68,5,25,125
127,59.5,6,36,216
127,59,1,1,1
127,68.5,2,4,8
127,66.5,3,9,27
127,74.5,4,16,64
127,70.5,5,25,125
127,69.5,6,36,216
127,71,1,1,1
127,66.5,2,4,8
127,68.5,3,9,27
127,71.5,4,16,64
127,77,5,25,125
127,72,6,36,216
127,71.5,1,1,1
127,52.5,2,4,8
127,46.5,3,9,27
127,29,4,16,64
127,67.5,5,25,125
127,70,6,36,216
127,1,1,1,1
127,NA,2,4,8
127,NA,3,9,27
127,14,4,16,64
127,NA,5,25,125
127,84.5,6,36,216
127,49,1,1,1
127,50.5,2,4,8
127,NA,3,9,27
127,18,4,16,64
127,NA,5,25,125
127,78,6,36,216
127,23.5,1,1,1
127,17.5,2,4,8
127,19.5,3,9,27
127,24,4,16,64
127,16,5,25,125
127,23.5,6,36,216
127,21,1,1,1
127,12.5,2,4,8
127,18.5,3,9,27
127,19,4,16,64
127,NA,5,25,125
127,NA,6,36,216
127,45,1,1,1
127,73.5,2,4,8
127,49.5,3,9,27
127,23,4,16,64
127,47,5,25,125
127,55,6,36,216
127,29,1,1,1
127,31.5,2,4,8
127,30,3,9,27
127,33.5,4,16,64
127,36,5,25,125
127,28.5,6,36,216
127,30.5,1,1,1
127,18,2,4,8
127,24,3,9,27
127,24.5,4,16,64
127,33,5,25,125
127,61.5,6,36,216
127,74,1,1,1
127,73.5,2,4,8
127,74,3,9,27
127,73.5,4,16,64
127,69,5,25,125
127,75.5,6,36,216
127,81,1,1,1
127,75,2,4,8
127,76.5,3,9,27
127,NA,4,16,64
127,75,5,25,125
127,80.5,6,36,216
127,80,1,1,1
127,NA,2,4,8
127,75,3,9,27
127,NA,4,16,64
127,NA,5,25,125
127,81,6,36,216
127,81.5,1,1,1
127,74,2,4,8
127,79.5,3,9,27
127,NA,4,16,64
127,82,5,25,125
127,83.5,6,36,216
127,81,1,1,1
127,84,2,4,8
127,82.5,3,9,27
127,75.5,4,16,64
127,82,5,25,125
127,76,6,36,216
127,75.5,1,1,1
127,83.5,2,4,8
127,76,3,9,27
127,NA,4,16,64
127,NA,5,25,125
127,NA,6,36,216
123,77.5,1,1,1
123,78.5,2,4,8
123,76.5,3,9,27
123,76.5,4,16,64
123,77,5,25,125
123,74.5,6,36,216
123,63.5,1,1,1
123,70,2,4,8
123,71,3,9,27
123,80.5,4,16,64
123,76,5,25,125
123,82.5,6,36,216
123,81,1,1,1
123,NA,2,4,8
123,79,3,9,27
123,78.5,4,16,64
123,80.5,5,25,125
123,91.5,6,36,216
123,75,1,1,1
123,70,2,4,8
123,52,3,9,27
123,69,4,16,64
123,71.5,5,25,125
123,70.5,6,36,216
123,71,1,1,1
123,69,2,4,8
123,72,3,9,27
123,74.5,4,16,64
123,74,5,25,125
123,70.5,6,36,216
123,78,1,1,1
123,75.5,2,4,8
123,84,3,9,27
123,84,4,16,64
123,81,5,25,125
123,74,6,36,216
123,76.5,1,1,1
123,74.5,2,4,8
123,73.5,3,9,27
123,80.5,4,16,64
123,77,5,25,125
123,78.5,6,36,216
123,84.5,1,1,1
123,81,2,4,8
123,80.5,3,9,27
123,87.5,4,16,64
123,90.5,5,25,125
123,86.5,6,36,216
123,85.5,1,1,1
123,84.5,2,4,8
123,83.5,3,9,27
123,89.5,4,16,64
123,89,5,25,125
123,82.5,6,36,216
123,87.5,1,1,1
123,90,2,4,8
123,NA,3,9,27
123,83.5,4,16,64
123,83.5,5,25,125
123,82,6,36,216
123,37.5,1,1,1
123,80.5,2,4,8
123,78.5,3,9,27
123,84,4,16,64
123,NA,5,25,125
123,83.5,6,36,216
123,80,1,1,1
123,81,2,4,8
123,76,3,9,27
123,77.5,4,16,64
123,71.5,5,25,125
123,70,6,36,216
123,80,1,1,1
123,76.5,2,4,8
123,78.5,3,9,27
123,74,4,16,64
123,75.5,5,25,125
123,76,6,36,216
123,71.5,1,1,1
123,73.5,2,4,8
123,72.5,3,9,27
123,76,4,16,64
123,81,5,25,125
123,70.5,6,36,216
123,71,1,1,1
123,75,2,4,8
123,79.5,3,9,27
123,NA,4,16,64
123,81,5,25,125
123,80.5,6,36,216
123,71,1,1,1
123,82,2,4,8
123,77,3,9,27
123,75.5,4,16,64
123,72.5,5,25,125
123,73,6,36,216
123,66,1,1,1
123,61.5,2,4,8
123,68.5,3,9,27
123,62.5,4,16,64
123,64,5,25,125
123,74.5,6,36,216
123,68.5,1,1,1
123,64.5,2,4,8
123,73.5,3,9,27
123,NA,4,16,64
123,75.5,5,25,125
123,71,6,36,216
123,62,1,1,1
123,77,2,4,8
123,74,3,9,27
123,71.5,4,16,64
123,74,5,25,125
123,75.5,6,36,216
123,69.5,1,1,1
123,67.5,2,4,8
123,69.5,3,9,27
123,61,4,16,64
123,67.5,5,25,125
123,65.5,6,36,216
123,65.5,1,1,1
123,63.5,2,4,8
123,66.5,3,9,27
123,71.5,4,16,64
123,67,5,25,125
123,72.5,6,36,216
124,18,1,1,1
124,6,2,4,8
124,27.5,3,9,27
124,9,4,16,64
124,15.5,5,25,125
124,8,6,36,216
124,12.5,1,1,1
124,65.5,2,4,8
124,69.5,3,9,27
124,44.5,4,16,64
124,67.5,5,25,125
124,21.5,6,36,216
124,25.5,1,1,1
124,27,2,4,8
124,17.5,3,9,27
124,25.5,4,16,64
124,23,5,25,125
124,12,6,36,216
124,27.5,1,1,1
124,62,2,4,8
124,26.5,3,9,27
124,65,4,16,64
124,40,5,25,125
124,67,6,36,216
124,26,1,1,1
124,19.5,2,4,8
124,24,3,9,27
124,49,4,16,64
124,41.5,5,25,125
124,10,6,36,216
124,27,1,1,1
124,71.5,2,4,8
124,23.5,3,9,27
124,46.5,4,16,64
124,33.5,5,25,125
124,15.5,6,36,216
124,45,1,1,1
124,30.5,2,4,8
124,19.5,3,9,27
124,27.5,4,16,64
124,45,5,25,125
124,25.5,6,36,216
124,47,1,1,1
124,20,2,4,8
124,16.5,3,9,27
124,19,4,16,64
124,29,5,25,125
124,15,6,36,216
124,42.5,1,1,1
124,19,2,4,8
124,27.5,3,9,27
124,30.5,4,16,64
124,23.5,5,25,125
124,24,6,36,216
124,24,1,1,1
124,24,2,4,8
124,25.5,3,9,27
124,50,4,16,64
124,15,5,25,125
124,21.5,6,36,216
124,33,1,1,1
124,18,2,4,8
124,18.5,3,9,27
124,25,4,16,64
124,22.5,5,25,125
124,23,6,36,216
124,42.5,1,1,1
124,24,2,4,8
124,23.5,3,9,27
124,31.5,4,16,64
124,25.5,5,25,125
124,30.5,6,36,216
124,37,1,1,1
124,25,2,4,8
124,29,3,9,27
124,23,4,16,64
124,25.5,5,25,125
124,30,6,36,216
124,26,1,1,1
124,24.5,2,4,8
124,28.5,3,9,27
124,32,4,16,64
124,23,5,25,125
124,30,6,36,216
124,26,1,1,1
124,25.5,2,4,8
124,27,3,9,27
124,18,4,16,64
124,28.5,5,25,125
124,28.5,6,36,216
124,24,1,1,1
124,25.5,2,4,8
124,23,3,9,27
124,11.5,4,16,64
124,20,5,25,125
124,10.5,6,36,216
124,28.5,1,1,1
124,20,2,4,8
124,16.5,3,9,27
124,19,4,16,64
124,8,5,25,125
124,18.5,6,36,216
124,25,1,1,1
124,24,2,4,8
124,4,3,9,27
124,20.5,4,16,64
124,14,5,25,125
124,21.5,6,36,216
124,15.5,1,1,1
124,19,2,4,8
124,19,3,9,27
124,24.5,4,16,64
124,15.5,5,25,125
124,12,6,36,216
124,21.5,1,1,1
124,27,2,4,8
124,24,3,9,27
124,25,4,16,64
124,22.5,5,25,125
124,20,6,36,216
124,50,1,1,1
124,25,2,4,8
124,27,3,9,27
124,44,4,16,64
124,21.5,5,25,125
124,20.5,6,36,216
126,41,1,1,1
126,57.5,2,4,8
126,62,3,9,27
126,48,4,16,64
126,48,5,25,125
126,50.5,6,36,216
126,53.5,1,1,1
126,65,2,4,8
126,NA,3,9,27
126,23.5,4,16,64
126,43.5,5,25,125
126,48,6,36,216
126,36.5,1,1,1
126,27,2,4,8
126,59.5,3,9,27
126,32,4,16,64
126,14.5,5,25,125
126,10.5,6,36,216
126,18.5,1,1,1
126,8.5,2,4,8
126,1.5,3,9,27
126,10,4,16,64
126,20.5,5,25,125
126,25.5,6,36,216
126,5,1,1,1
126,19,2,4,8
126,16.5,3,9,27
126,4,4,16,64
126,18.5,5,25,125
126,14.5,6,36,216
126,3.5,1,1,1
126,12.5,2,4,8
126,12.5,3,9,27
126,11,4,16,64
126,11,5,25,125
126,45,6,36,216
126,19,1,1,1
126,21,2,4,8
126,18,3,9,27
126,77.5,4,16,64
126,6.5,5,25,125
126,35.5,6,36,216
126,19.5,1,1,1
126,19.5,2,4,8
126,7.5,3,9,27
126,12,4,16,64
126,7,5,25,125
126,8.5,6,36,216
126,19,1,1,1
126,10,2,4,8
126,13,3,9,27
126,2.5,4,16,64
126,1,5,25,125
126,12,6,36,216
126,9.5,1,1,1
126,3.5,2,4,8
126,14,3,9,27
126,55,4,16,64
126,16.5,5,25,125
126,14,6,36,216
126,39,1,1,1
126,11,2,4,8
126,NA,3,9,27
126,85.5,4,16,64
126,1,5,25,125
126,4,6,36,216
126,12.5,1,1,1
126,12,2,4,8
126,22.5,3,9,27
126,10,4,16,64
126,8.5,5,25,125
126,12,6,36,216
126,15.5,1,1,1
126,4.5,2,4,8
126,14.5,3,9,27
126,3,4,16,64
126,10.5,5,25,125
126,11.5,6,36,216
126,9.5,1,1,1
126,1.5,2,4,8
126,15,3,9,27
126,1,4,16,64
126,4,5,25,125
126,5.5,6,36,216
126,5.5,1,1,1
126,1,2,4,8
126,6.5,3,9,27
126,2,4,16,64
126,9,5,25,125
126,4.5,6,36,216
126,5,1,1,1
126,NA,2,4,8
126,7,3,9,27
126,1,4,16,64
126,2.5,5,25,125
126,3,6,36,216
126,13.5,1,1,1
126,11,2,4,8
126,1,3,9,27
126,4.5,4,16,64
126,1.5,5,25,125
126,1,6,36,216
126,7,1,1,1
126,2.5,2,4,8
126,1.5,3,9,27
126,1,4,16,64
126,5,5,25,125
126,1,6,36,216
126,14.5,1,1,1
126,2,2,4,8
126,2.5,3,9,27
126,2.5,4,16,64
126,2,5,25,125
126,6.5,6,36,216
126,2,1,1,1
126,3,2,4,8
126,4.5,3,9,27
126,16,4,16,64
126,21.5,5,25,125
126,14,6,36,216
126,1.5,1,1,1
126,4,2,4,8
126,7,3,9,27
126,6.5,4,16,64
126,7.5,5,25,125
134,71.5,1,1,1
134,90,2,4,8
134,NA,3,9,27
134,NA,4,16,64
134,45.5,5,25,125
134,25.5,6,36,216
134,83,1,1,1
134,80.5,2,4,8
134,59,3,9,27
134,28.5,4,16,64
134,33.5,5,25,125
134,19,6,36,216
134,44,1,1,1
134,85.5,2,4,8
134,27.5,3,9,27
134,85.5,4,16,64
134,90.5,5,25,125
134,45,6,36,216
134,12.5,1,1,1
134,48,2,4,8
134,28,3,9,27
134,76.5,4,16,64
134,84.5,5,25,125
134,45.5,6,36,216
134,20.5,1,1,1
134,15,2,4,8
134,42.5,3,9,27
134,50.5,4,16,64
134,46.5,5,25,125
134,82,6,36,216
134,89,1,1,1
134,48,2,4,8
134,74.5,3,9,27
134,77.5,4,16,64
134,NA,5,25,125
134,NA,6,36,216
134,84,1,1,1
134,NA,2,4,8
134,95.5,3,9,27
134,96.5,4,16,64
134,55,5,25,125
134,57.5,6,36,216
134,54.5,1,1,1
134,NA,2,4,8
134,48.5,3,9,27
134,NA,4,16,64
134,74,5,25,125
134,69,6,36,216
134,81,1,1,1
134,74,2,4,8
134,58.5,3,9,27
134,80,4,16,64
134,79.5,5,25,125
134,88,6,36,216
134,86,1,1,1
134,73,2,4,8
134,85,3,9,27
134,71,4,16,64
134,60.5,5,25,125
134,92,6,36,216
134,69.5,1,1,1
134,87,2,4,8
134,66,3,9,27
134,93,4,16,64
134,96,5,25,125
134,88,6,36,216
134,91.5,1,1,1
134,82,2,4,8
134,88,3,9,27
134,NA,4,16,64
134,93,5,25,125
134,76.5,6,36,216
134,88.5,1,1,1
134,7.5,2,4,8
134,77.5,3,9,27
134,82,4,16,64
134,32.5,5,25,125
134,89,6,36,216
134,83.5,1,1,1
134,NA,2,4,8
134,88.5,3,9,27
134,90.5,4,16,64
134,NA,5,25,125
134,97,6,36,216
134,89.5,1,1,1
134,88.5,2,4,8
134,85.5,3,9,27
134,82.5,4,16,64
134,94,5,25,125
134,NA,6,36,216
134,93.5,1,1,1
134,83,2,4,8
134,NA,3,9,27
134,34,4,16,64
134,76.5,5,25,125
134,84.5,6,36,216
134,84,1,1,1
134,78,2,4,8
134,NA,3,9,27
134,95,4,16,64
134,74,5,25,125
134,80.5,6,36,216
134,7,1,1,1
134,84.5,2,4,8
134,80.5,3,9,27
134,86,4,16,64
134,87,5,25,125
134,86,6,36,216
134,94,1,1,1
134,93,2,4,8
134,82.5,3,9,27
134,77,4,16,64
134,44.5,5,25,125
134,NA,6,36,216
134,87.5,1,1,1
134,67.5,2,4,8
134,86,3,9,27
134,92.5,4,16,64
134,NA,5,25,125
134,NA,6,36,216
134,86,1,1,1
135,80.5,1,1,1
135,94.5,2,4,8
135,85.5,3,9,27
135,84.5,4,16,64
135,87.5,5,25,125
135,83,6,36,216
135,85,1,1,1
135,36,2,4,8
135,17.5,3,9,27
135,2,4,16,64
135,16.5,5,25,125
135,60,6,36,216
135,59.5,1,1,1
135,NA,2,4,8
135,42.5,3,9,27
135,64,4,16,64
135,51.5,5,25,125
135,51,6,36,216
135,64,1,1,1
135,63,2,4,8
135,38.5,3,9,27
135,35.5,4,16,64
135,64,5,25,125
135,45,6,36,216
135,60.5,1,1,1
135,40.5,2,4,8
135,75.5,3,9,27
135,45,4,16,64
135,55,5,25,125
135,53,6,36,216
135,44,1,1,1
135,52,2,4,8
135,54.5,3,9,27
135,53.5,4,16,64
135,52,5,25,125
135,17.5,6,36,216
135,42,1,1,1
135,56,2,4,8
135,63.5,3,9,27
135,58.5,4,16,64
135,29,5,25,125
135,85,6,36,216
135,38,1,1,1
135,52.5,2,4,8
135,17.5,3,9,27
135,43.5,4,16,64
135,36.5,5,25,125
135,68,6,36,216
135,70,1,1,1
135,53.5,2,4,8
135,NA,3,9,27
135,33.5,4,16,64
135,NA,5,25,125
135,62.5,6,36,216
135,8.5,1,1,1
135,75,2,4,8
135,26.5,3,9,27
135,86,4,16,64
135,79,5,25,125
135,NA,6,36,216
135,50.5,1,1,1
135,50.5,2,4,8
135,66,3,9,27
135,40.5,4,16,64
135,68,5,25,125
135,63,6,36,216
135,56,1,1,1
135,86.5,2,4,8
135,53.5,3,9,27
135,48,4,16,64
135,55.5,5,25,125
135,65,6,36,216
135,52,1,1,1
135,57.5,2,4,8
135,NA,3,9,27
135,55.5,4,16,64
135,100,5,25,125
135,69.5,6,36,216
135,68.5,1,1,1
135,42.5,2,4,8
135,50.5,3,9,27
135,51.5,4,16,64
135,55,5,25,125
135,56.5,6,36,216
135,52.5,1,1,1
135,57,2,4,8
135,52,3,9,27
135,55.5,4,16,64
135,37,5,25,125
135,49,6,36,216
135,55.5,1,1,1
135,63.5,2,4,8
135,NA,3,9,27
135,59.5,4,16,64
135,43,5,25,125
135,52.5,6,36,216
135,NA,1,1,1
135,NA,2,4,8
135,55,3,9,27
135,49.5,4,16,64
135,54.5,5,25,125
135,57.5,6,36,216
135,55,1,1,1
135,52,2,4,8
135,97.5,3,9,27
135,41.5,4,16,64
135,74.5,5,25,125
135,77.5,6,36,216
135,46.5,1,1,1
135,NA,2,4,8
135,71,3,9,27
135,36.5,4,16,64
135,54.5,5,25,125
135,37.5,6,36,216
135,NA,1,1,1
135,51.5,2,4,8
135,53,3,9,27
135,52,4,16,64
135,NA,5,25,125
135,55.5,6,36,216
135,57,1,1,1
135,55,2,4,8
135,88.5,3,9,27
135,55,4,16,64
135,53.5,5,25,125
135,42,6,36,216
113,1,1,1,1
113,1,2,4,8
113,NA,3,9,27
113,NA,4,16,64
113,NA,5,25,125
113,17.5,6,36,216
113,1,1,1,1
113,NA,2,4,8
113,3,3,9,27
113,12.5,4,16,64
113,1,5,25,125
113,25,6,36,216
113,1,1,1,1
113,14,2,4,8
113,1,3,9,27
113,1,4,16,64
113,8.5,5,25,125
113,1,6,36,216
113,15.5,1,1,1
113,NA,2,4,8
113,6,3,9,27
113,1,4,16,64
113,17.5,5,25,125
113,15,6,36,216
113,1,1,1,1
113,1,2,4,8
113,1,3,9,27
113,1,4,16,64
113,9,5,25,125
113,10,6,36,216
113,1,1,1,1
113,NA,2,4,8
113,NA,3,9,27
113,7,4,16,64
113,1,5,25,125
113,31.5,6,36,216
113,1,1,1,1
113,1,2,4,8
113,1,3,9,27
113,15.5,4,16,64
113,2.5,5,25,125
113,1,6,36,216
113,1.5,1,1,1
113,NA,2,4,8
113,1,3,9,27
113,9,4,16,64
113,6,5,25,125
113,10.5,6,36,216
113,1,1,1,1
113,NA,2,4,8
113,1,3,9,27
113,12.5,4,16,64
113,12,5,25,125
113,1,6,36,216
113,1,1,1,1
113,NA,2,4,8
113,18,3,9,27
113,11.5,4,16,64
113,8,5,25,125
113,1,6,36,216
113,1,1,1,1
113,NA,2,4,8
113,1,3,9,27
113,1,4,16,64
113,1,5,25,125
113,10,6,36,216
113,1,1,1,1
113,1,2,4,8
113,7,3,9,27
113,10.5,4,16,64
113,14,5,25,125
113,20.5,6,36,216
113,1,1,1,1
113,NA,2,4,8
113,NA,3,9,27
113,25,4,16,64
113,1,5,25,125
113,9.5,6,36,216
113,1,1,1,1
113,1,2,4,8
113,1,3,9,27
113,8,4,16,64
113,1,5,25,125
113,1,6,36,216
113,5.5,1,1,1
113,NA,2,4,8
113,NA,3,9,27
113,1,4,16,64
113,36.5,5,25,125
113,15.5,6,36,216
113,1,1,1,1
113,NA,2,4,8
113,6.5,3,9,27
113,1,4,16,64
113,4,5,25,125
113,1,6,36,216
113,1,1,1,1
113,NA,2,4,8
113,9,3,9,27
113,3,4,16,64
113,13,5,25,125
113,11,6,36,216
113,1,1,1,1
113,NA,2,4,8
113,1,3,9,27
113,33.5,4,16,64
113,8,5,25,125
113,18.5,6,36,216
113,5.5,1,1,1
113,NA,2,4,8
113,7,3,9,27
113,19.5,4,16,64
113,8.5,5,25,125
113,7,6,36,216
113,1,1,1,1
113,NA,2,4,8
113,1,3,9,27
113,5.5,4,16,64
113,17,5,25,125
113,11.5,6,36,216
113,21,1,1,1
113,NA,2,4,8
113,11,3,9,27
113,17.5,4,16,64
113,15.5,5,25,125
113,15.5,6,36,216
136,35.5,1,1,1
136,55,2,4,8
