ID,MinutesElapsed,SENSSAvgMom
134,526,44.5
134,601,
134,,
134,60,87.5
134,226,67.5
134,330,86
134,376,92.5
134,532,
134,595,
134,,
134,60,86
134,,
135,60,80.5
135,239,94.5
135,300,85.5
135,363,84.5
135,473,87.5
135,542,83
135,,
135,60,85
135,226,36
135,316,17.5
135,413,2
135,514,16.5
135,570,60
135,,
135,60,59.5
135,265,
135,328,42.5
135,444,64
135,501,51.5
135,673,51
135,,
135,60,64
135,242,63
135,307,38.5
135,401,35.5
135,492,64
135,676,45
135,,
135,60,60.5
135,256,40.5
135,327,75.5
135,395,45
135,509,55
135,632,53
135,,
135,60,44
135,252,52
135,321,54.5
135,377,53.5
135,444,52
135,654,17.5
135,,
135,60,42
135,264,56
135,369,63.5
135,473,58.5
135,504,29
135,614,85
135,,
135,60,38
135,236,52.5
135,310,17.5
135,390,43.5
135,514,36.5
135,628,68
135,,
135,60,70
135,214,53.5
135,286,
135,397,33.5
135,448,
135,534,62.5
135,,
135,60,8.5
135,280,75
135,330,26.5
135,435,86
135,496,79
135,597,
135,,
135,60,50.5
135,225,50.5
135,309,66
135,388,40.5
135,536,68
135,623,63
135,,
135,60,56
135,261,86.5
135,341,53.5
135,440,48
135,516,55.5
135,680,65
135,,
135,60,52
135,270,57.5
135,341,
135,436,55.5
135,469,100
135,657,69.5
135,,
135,60,68.5
135,224,42.5
135,333,50.5
135,411,51.5
135,546,55
135,638,56.5
135,,
135,60,52.5
135,239,57
135,286,52
135,409,55.5
135,529,37
135,600,49
135,,
135,60,55.5
135,237,63.5
135,290,
135,371,59.5
135,516,43
135,647,52.5
135,,
135,60,
135,258,
135,309,55
135,397,49.5
135,486,54.5
135,668,57.5
135,,
135,60,55
135,216,52
135,271,97.5
135,388,41.5
135,477,74.5
135,574,77.5
135,,
135,60,46.5
135,275,
135,311,71
135,383,36.5
135,456,54.5
135,599,37.5
135,,
135,60,
135,243,51.5
135,321,53
135,374,52
135,454,
135,490,55.5
135,,
135,60,57
135,266,55
135,349,88.5
135,458,55
135,545,53.5
135,601,42
135,,
113,60,1
113,260,1
113,342,
113,401,
113,514,
113,565,17.5
113,,
113,60,1
113,220,
113,258,3
113,295,12.5
113,432,1
113,576,25
113,,
113,60,1
113,240,14
113,349,1
113,449,1
113,502,8.5
113,623,1
113,,
113,60,15.5
113,225,
113,256,6
113,323,1
113,478,17.5
113,588,15
113,,
113,60,1
113,240,1
113,281,1
113,320,1
113,355,9
113,504,10
113,,
113,60,1
113,267,
113,334,
113,377,7
113,506,1
113,655,31.5
113,,
113,60,1
113,264,1
113,369,1
113,442,15.5
113,502,2.5
113,659,1
113,,
113,60,1.5
113,271,
113,321,1
113,361,9
113,428,6
113,465,10.5
113,,
113,60,1
113,232,
113,310,1
113,421,12.5
113,490,12
113,588,1
113,,
113,60,1
113,261,
113,335,18
113,424,11.5
113,520,8
113,596,1
113,,
113,60,1
113,239,
113,315,1
113,437,1
113,552,1
113,624,10
113,,
113,60,1
113,254,1
113,357,7
113,442,10.5
113,559,14
113,651,20.5
113,,
113,60,1
113,278,
113,341,
113,393,25
113,476,1
113,564,9.5
113,,
113,60,1
113,257,1
113,345,1
113,381,8
113,494,1
113,614,1
113,,
113,60,5.5
113,232,
113,301,
113,351,1
113,493,36.5
113,606,15.5
113,,
113,60,1
113,260,
113,309,6.5
113,410,1
113,529,4
113,679,1
113,,
113,60,1
113,250,
113,284,9
113,414,3
113,454,13
113,667,11
113,,
113,60,1
113,245,
113,288,1
113,420,33.5
113,486,8
113,599,18.5
113,,
113,60,5.5
113,269,
113,312,7
113,434,19.5
113,555,8.5
113,668,7
113,,
113,60,1
113,268,
113,314,1
113,389,5.5
113,470,17
113,532,11.5
113,,
113,60,21
113,275,
113,355,11
113,450,17.5
113,507,15.5
113,561,15.5
113,,
136,250,35.5
136,405,55
136,475,
136,543,35.5
136,594,30
136,628,
136,,
136,250,60
136,411,67.5
136,453,38.5
136,484,
136,545,74.5
136,670,50
136,,
136,250,73
136,429,80
136,487,43.5
136,530,49
136,595,35
136,659,70.5
136,,
136,250,78.5
136,414,55
136,475,47
136,541,85.5
136,593,80.5
136,630,71
136,,
136,250,55
136,404,65
136,454,65.5
136,487,40
136,556,18
136,684,60.5
136,,
136,250,51.5
136,424,77.5
136,477,69.5
136,511,69
136,562,49.5
136,686,38.5
136,,
136,250,77.5
136,417,72.5
136,454,61.5
136,504,58
136,538,55.5
136,604,57
136,,
136,250,72.5
136,407,62
136,455,73.5
136,518,56
136,565,76
136,677,63.5
136,,
136,250,64
136,409,57
136,472,37
136,508,54.5
136,558,65
136,639,82
136,,
136,250,37
136,432,50.5
136,483,
136,548,
136,605,72.5
136,674,76
136,,
136,250,78
136,405,71.5
136,455,65.5
136,523,79.5
136,578,61
136,658,85
136,,
136,250,75
136,428,64
136,474,46
136,530,
136,565,48
136,674,75.5
136,,
136,250,75.5
136,417,61
136,482,
136,526,
136,564,37
136,616,68
136,,
136,250,25.5
136,419,26
136,464,44
136,511,
136,582,16.5
136,626,18.5
136,,
136,250,70
136,423,73.5
136,458,63
136,527,65.5
136,598,
136,664,66
136,,
136,250,33.5
136,430,63.5
136,472,
136,513,
136,557,51
136,641,71
136,,
136,250,71.5
136,408,
136,462,62
136,499,71
136,548,60.5
136,686,49
136,,
136,250,68.5
136,402,77
136,466,66.5
136,522,69
136,582,73
136,641,
136,,
136,250,42.5
136,431,51
136,462,
136,496,58.5
136,554,67
136,643,77.5
136,,
136,250,59
136,423,77
136,472,73.5
136,544,
136,577,38.5
136,610,53
136,,
136,250,71
136,401,
136,472,76
136,541,40
136,574,66
136,654,57
136,,
137,120,75
137,319,72.5
137,409,71.5
137,467,71
137,563,76.5
137,653,81.5
137,,
137,120,72
137,313,83
137,386,75
137,417,32.5
137,551,79
137,638,80
137,,
137,120,71
137,325,80
137,374,75
137,423,79
137,550,73
137,657,86.5
137,,
137,120,78
137,319,32.5
137,397,66.5
137,457,71
137,492,19.5
137,575,30
137,,
137,120,70
137,339,56.5
137,426,
137,504,77
137,594,76.5
137,685,71
137,,
137,120,45
137,327,66
137,392,34
137,435,37.5
137,492,74.5
137,672,33
137,,
137,120,39.5
137,318,14
137,375,72
137,458,24.5
137,557,55
137,637,23.5
137,,
137,120,61
137,325,55.5
137,395,63
137,474,29
137,562,54
137,629,35.5
137,,
137,120,30
137,323,36.5
137,396,36
137,436,26.5
137,503,34.5
137,548,25.5
137,,
137,120,30
137,345,46.5
137,404,26
137,481,80
137,528,56
137,596,81
137,,
137,120,
137,352,48.5
137,421,
137,468,
137,522,
137,684,
137,,
137,120,52.5
137,350,73.5
137,426,
137,460,85
137,533,24.5
137,592,34
137,,
137,120,31
137,300,26
137,374,30
137,461,54
137,499,29.5
137,574,51
137,,
137,120,28
137,313,28.5
137,353,57
137,430,51.5
137,502,30.5
137,670,75
137,,
137,120,30.5
137,341,
137,419,53.5
137,480,54
137,512,16.5
137,662,52.5
137,,
137,120,52
137,331,53
137,405,80
137,450,78
137,551,26.5
137,647,52.5
137,,
137,120,44.5
137,332,78.5
137,365,45.5
137,446,48
137,504,29.5
137,556,53.5
137,,
137,120,75.5
137,326,78.5
137,377,77
137,419,56.5
137,487,73.5
137,615,24.5
137,,
137,120,29
137,347,55.5
137,424,55
137,494,73.5
137,562,83.5
137,617,52
137,,
137,120,81
137,351,34
137,435,
137,514,53.5
137,584,34
137,682,74.5
137,,
137,120,50.5
137,338,54
137,409,66.5
137,474,83.5
137,550,71.5
137,596,53
137,,
138,120,
138,321,62.5
138,369,42.5
138,414,45.5
138,500,71.5
138,587,67
138,,
138,120,61.5
138,312,35.5
138,372,77
138,437,64
138,521,66
138,655,63.5
138,,
138,120,63.5
138,312,58.5
138,401,63.5
138,470,68
138,514,66.5
138,646,72
138,,
138,120,71.5
138,302,68
138,373,66
138,449,66
138,487,80.5
138,545,74.5
138,,
138,120,74.5
138,317,70.5
138,385,49.5
138,475,64.5
138,573,60.5
138,620,70.5
138,,
138,120,60.5
138,270,
138,302,57.5
138,390,43
138,471,62
138,598,50
138,,
138,120,57
138,283,59.5
138,348,70
138,458,60
138,503,
138,543,61.5
138,,
138,120,39
138,296,49.5
138,361,64.5
138,460,41.5
138,540,76
138,633,77
138,,
138,120,64.5
138,312,50
138,401,83
138,432,72
138,548,73
138,630,71.5
138,,
138,120,37
138,288,23.5
138,376,58
138,426,59
138,502,62
138,664,42
138,,
138,120,47
138,279,64
138,340,47
138,410,51.5
138,459,59.5
138,502,43.5
138,,
138,120,65
138,319,
138,402,56
138,434,56.5
138,483,58.5
138,683,56
138,,
138,120,36.5
138,273,58.5
138,341,57.5
138,386,48.5
138,501,55
138,592,64.5
138,,
138,120,56.5
138,277,52.5
138,319,65
138,379,58.5
138,517,57.5
138,581,35
138,,
138,120,57
138,314,
138,347,54
138,415,59.5
138,480,58.5
138,552,58.5
138,,
138,120,51.5
138,270,47.5
138,308,62
138,375,54.5
138,471,34.5
138,615,63.5
138,,
138,120,63.5
138,283,
138,313,44.5
138,367,58.5
138,434,58
138,679,82.5
138,,
138,120,60.5
138,319,68
138,377,34
138,468,12
138,555,31
138,639,60.5
138,,
138,120,59
138,279,53.5
138,311,
138,426,47.5
138,469,61.5
138,584,53
138,,
138,120,35.5
138,313,58
138,384,
138,449,65
138,557,67.5
138,671,70.5
138,,
138,120,71.5
138,317,35.5
138,354,65
138,397,51
138,455,65.5
138,506,64
138,,
139,60,40.5
139,244,39.5
139,276,47
139,349,1.5
139,518,1
139,684,1
139,,
139,60,49.5
139,249,44
139,353,1
139,444,
139,490,34.5
139,682,36.5
139,,
139,60,35.5
139,240,43.5
139,349,6
139,419,
139,547,
139,654,45.5
139,,
139,60,1.5
139,262,1
139,292,2
139,397,
139,431,1.5
139,598,
139,,
139,60,4.5
139,253,
139,338,2.5
139,442,1
139,507,1
139,623,1
139,,
139,60,1.5
139,226,
139,262,1
139,404,
139,487,4
139,687,3
139,,
139,60,1
139,212,1
139,321,5
139,403,1
139,484,
139,538,91.5
139,,
139,60,93.5
139,219,44
139,288,
139,343,50
139,506,51.5
139,677,44.5
139,,
139,60,46.5
139,244,
139,281,
139,377,7.5
139,465,51
139,687,1
139,,
139,60,5
139,246,48.5
139,337,7
139,414,48.5
139,456,49.5
139,622,54
139,,
139,60,1.5
139,272,4.5
139,329,2.5
139,421,11.5
139,459,8.5
139,673,1
139,,
139,60,2.5
139,231,
139,279,11
139,332,3.5
139,491,2
139,593,1
139,,
139,60,3
139,265,
139,316,3.5
139,376,7.5
139,424,9.5
139,562,8.5
139,,
139,60,5.5
139,243,2.5
139,273,
139,399,4
139,471,7
139,501,5.5
139,,
139,60,48
139,254,50.5
139,299,
139,329,48.5
139,473,50.5
139,673,1
139,,
139,60,56
139,260,49.5
139,315,52
139,425,
139,535,
139,616,49
139,,
139,60,47.5
139,252,49
139,308,50.5
139,397,51.5
139,442,50.5
139,648,5
139,,
139,60,4
139,217,2
139,310,
139,341,6.5
139,477,2
139,678,1
139,,
139,60,1
139,229,1
139,336,1
139,416,1.5
139,461,4.5
139,682,2.5
139,,
139,60,4
139,262,2
139,315,2
139,366,4
139,414,1
139,514,2
139,,
139,60,2.5
139,225,3
139,309,1
139,365,1
139,427,2.5
139,573,12
139,,
140,60,84.5
140,262,72
140,314,77
140,387,79.5
140,440,68
140,627,70
140,,
140,60,68
140,275,70
140,366,57
140,456,68
140,517,68.5
140,688,51.5
140,,
140,60,67
140,233,53.5
140,336,82.5
140,389,73
140,448,83.5
140,594,82.5
140,,
140,60,15.5
140,248,42
140,311,25.5
140,373,49
140,516,50
140,588,34.5
140,,
140,60,49.5
140,261,50
140,332,49.5
140,376,49.5
140,502,33.5
140,645,69.5
140,,
140,60,50
140,233,25
140,331,50
140,392,12.5
140,471,10.5
140,578,49.5
140,,
140,60,71
140,280,
140,321,70.5
140,405,48
140,513,69.5
140,597,58
140,,
140,60,27
140,220,50
140,324,49.5
140,407,
140,539,68
140,654,68
140,,
140,60,55.5
140,234,66
140,305,
140,407,24
140,513,59.5
140,657,78
140,,
140,60,62
140,210,29
140,291,63
140,344,
140,381,55.5
140,499,67.5
140,,
140,60,70.5
140,231,50
140,326,71.5
140,362,61
140,502,
140,574,68
140,,
140,60,65.5
140,261,59
140,325,60.5
140,418,68
140,473,64.5
140,568,66
140,,
140,60,62
140,252,58.5
140,315,50
140,427,49.5
140,460,54
140,593,32
140,,
140,60,33
140,278,
140,361,50
140,419,59.5
140,507,57
140,688,34
140,,
140,60,50
140,218,
140,253,
140,382,70.5
140,527,
140,689,65
140,,
140,60,32.5
140,270,35.5
140,319,67
140,437,
140,547,
140,597,70
140,,
140,60,57.5
140,268,67.5
140,369,92.5
140,432,64.5
140,473,71.5
140,667,69
140,,
140,60,78
140,242,
140,341,61
140,452,48.5
140,563,
140,614,83.5
140,,
140,60,73.5
140,224,62.5
140,317,
140,372,
140,463,25
140,635,37.5
140,,
140,60,56
140,250,
140,298,
140,360,
140,436,46.5
140,556,58
140,,
140,60,27
140,252,
140,305,50
140,392,66
140,539,50
140,602,59.5
140,,
141,60,61.5
141,229,84.5
141,321,88.5
141,394,85.5
141,451,78
141,681,71
141,,
141,60,48
141,261,77
141,308,80.5
141,403,84
141,462,73.5
141,644,84.5
141,,
141,60,84
141,262,80
141,352,56
141,414,44.5
141,544,81.5
141,630,77
141,,
141,60,54
141,249,81
141,339,
141,374,58.5
141,501,78.5
141,533,74
141,,
141,60,76
141,280,86
141,375,77
141,439,53.5
141,495,51.5
141,652,49.5
141,,
141,60,69.5
141,257,79.5
141,324,81
141,397,81
141,489,37
141,520,50.5
141,,
141,60,51
141,277,45.5
141,334,68
141,403,53
141,514,68
141,593,70.5
141,,
141,60,28
141,272,31
141,314,36
141,372,47.5
141,440,48.5
141,582,49.5
141,,
141,60,78.5
141,281,36
141,319,67
141,354,51.5
141,517,69
141,663,28.5
141,,
141,60,27
141,262,25
141,361,
141,411,
141,461,65
141,673,33
141,,
141,60,62.5
141,211,25
141,284,60.5
141,390,25.5
141,495,67
141,688,34.5
141,,
141,60,41
141,217,52
141,290,59.5
141,405,30
141,455,67
141,653,73
141,,
141,60,47.5
141,219,44
141,292,63
141,358,72
141,491,32.5
141,646,51.5
141,,
141,60,48
141,242,52
141,311,59
141,411,
141,534,63.5
141,607,41.5
141,,
141,60,56.5
141,242,49
141,308,58
141,381,74.5
141,422,73.5
141,689,69.5
141,,
141,60,73.5
141,255,80.5
141,358,44
141,408,49.5
141,463,20
141,637,18
141,,
141,60,33
141,262,29.5
141,360,53.5
141,414,77
141,500,15.5
141,643,59.5
141,,
141,60,14.5
141,252,31
141,301,19.5
141,398,20
141,439,63.5
141,598,78
141,,
141,60,20
141,271,46.5
141,369,16.5
141,424,16
141,542,18.5
141,611,15.5
141,,
141,60,33.5
141,223,77.5
141,319,
141,380,22
141,519,49.5
141,677,55
141,,
141,60,12.5
141,213,23.5
141,287,54.5
141,384,30.5
141,423,26.5
141,636,30.5
141,,
142,60,75.5
142,239,89.5
142,298,86.5
142,331,71
142,445,83.5
142,665,75
142,,
142,60,30
142,241,72.5
142,320,20
142,375,73.5
142,476,81.5
142,593,18.5
142,,
142,60,43.5
142,233,73
142,311,83
142,359,68.5
142,461,20.5
142,618,21.5
142,,
142,60,56
142,274,6
142,315,23.5
142,369,78.5
142,448,46
142,559,76.5
142,,
142,60,86
142,233,71.5
142,293,
142,343,
142,434,50.5
142,533,74
142,,
142,60,78
142,265,71.5
142,338,5.5
142,393,88.5
142,538,75.5
142,637,39
142,,
142,60,84.5
142,265,72
142,364,88
142,462,78
142,542,8
142,629,76
142,,
142,60,86.5
142,210,37.5
142,308,87.5
142,423,76.5
142,485,
142,520,80.5
142,,
142,60,82.5
142,251,82
142,314,89.5
142,356,86
142,388,91
142,595,86.5
142,,
142,60,99.5
142,248,90
142,349,98
142,379,89.5
142,478,96
142,680,92
142,,
142,60,99.5
142,229,
142,325,
142,410,93.5
142,474,99.5
142,541,95.5
142,,
142,60,100
142,250,96.5
142,339,95.5
142,427,100
142,504,99.5
142,614,100
142,,
142,60,85.5
142,240,100
142,306,100
142,353,96.5
142,412,
142,558,95
142,,
142,60,90.5
142,238,100
142,319,97.5
142,421,
142,501,97
142,597,97
142,,
142,60,94
142,272,93.5
142,365,
142,396,
142,437,
142,600,
142,,
142,60,96
142,255,93.5
142,324,98
142,363,
142,479,
142,617,
142,,
142,60,100
142,268,88.5
142,359,91.5
142,443,94.5
142,532,
142,658,96.5
142,,
142,60,2.5
142,217,
142,290,
142,359,95
142,463,91.5
142,609,
142,,
142,60,
142,270,85
142,345,
142,444,83
142,547,
142,651,
142,,
142,60,98.5
142,269,100
142,350,
142,427,
142,460,
142,597,95.5
142,,
142,60,
142,265,
142,315,
142,420,
142,552,100
142,666,99.5
142,,
143,120,25
143,296,40
143,348,40
143,390,34
143,513,32
143,577,39.5
143,,
143,120,37
143,287,61.5
143,336,57
143,398,38
143,459,39
143,607,50
143,,
143,120,37
143,302,37.5
143,377,65
143,412,29.5
143,517,45.5
143,575,23
143,,
143,120,40
143,327,49
143,370,49
143,462,
143,565,
143,623,24.5
143,,
143,120,57.5
143,284,29
143,382,23
143,442,31.5
143,478,33.5
143,596,33.5
143,,
143,120,31.5
143,289,30
143,340,27
143,424,25
143,528,45
143,619,
143,,
143,120,37
143,288,26
143,387,
143,446,32
143,535,28.5
143,602,30.5
143,,
143,120,3.5
143,295,32.5
143,363,29.5
143,444,31
143,552,29.5
143,657,30.5
143,,
143,120,29
143,315,27.5
143,403,28
143,496,36
143,556,50
143,632,33.5
143,,
143,120,27
143,320,40.5
143,350,38
143,433,36
143,545,14
143,607,31
143,,
143,120,38.5
143,300,54
143,383,50
143,475,49.5
143,532,34
143,574,34
143,,
143,120,32.5
143,277,
143,312,
143,350,36.5
143,466,48
143,610,69
143,,
143,120,51.5
143,278,
143,326,42.5
143,421,53.5
143,487,52.5
143,591,47
143,,
143,120,59.5
143,283,39.5
143,321,33.5
143,369,59.5
143,419,69.5
143,509,55.5
143,,
143,120,79
143,302,
143,358,63.5
143,393,67
143,489,49.5
143,557,
143,,
143,120,53
143,281,65.5
143,374,34.5
143,427,59.5
143,509,
143,689,42
143,,
143,120,36.5
143,279,66.5
143,348,65.5
143,387,36
143,459,54
143,670,61
143,,
143,120,36
143,319,40
143,368,42.5
143,451,39
143,496,
143,643,35
143,,
143,120,
143,286,16.5
143,370,37.5
143,456,62.5
143,536,1
143,580,38.5
143,,
143,120,34.5
143,308,36
143,345,
143,415,38.5
143,537,61
143,591,40.5
143,,
143,120,19.5
143,290,
143,376,1.5
143,435,32
143,515,37.5
143,586,36.5
143,,
144,120,44.5
144,325,74.5
144,372,71
144,447,62.5
144,490,75
144,548,66
144,,
144,120,75
144,275,76
144,360,86.5
144,428,79
144,461,73.5
144,624,75.5
144,,
144,120,82
144,300,79
144,385,
144,422,86
144,552,84.5
144,612,88.5
144,,
144,120,86.5
144,274,85.5
144,328,84.5
144,390,87.5
144,508,82
144,660,86
144,,
144,120,86
144,300,91
144,359,88.5
144,436,89
144,508,92
144,540,89
144,,
144,120,95.5
144,326,87
144,390,90.5
144,479,
144,564,92
144,676,92
144,,
144,120,85.5
144,290,88.5
144,359,90
144,401,88.5
144,528,90.5
144,616,89
144,,
144,120,88
144,305,93.5
144,347,95
144,382,92
144,451,87.5
144,515,90
144,,
144,120,91.5
144,327,90
144,395,88.5
144,485,93.5
144,547,88
144,635,90
144,,
144,120,97.5
144,299,97.5
144,330,92.5
144,432,91
144,463,90.5
144,542,90
144,,
144,120,90.5
144,302,92
144,362,88.5
144,397,96.5
144,474,92.5
144,667,92.5
144,,
144,120,96.5
144,294,92
144,375,96
144,443,94.5
144,506,95.5
144,557,87.5
144,,
144,120,92.5
144,294,93.5
144,368,87.5
144,409,97.5
144,442,88.5
144,657,97
144,,
144,120,92.5
144,285,93
144,374,91
144,455,98.5
144,537,91
144,641,93.5
144,,
144,120,94
144,329,90.5
144,394,93.5
144,467,93
144,516,92
144,648,96
144,,
144,120,95.5
144,300,93
144,397,94.5
144,480,97
144,530,94
144,677,94
144,,
144,120,96
144,313,93
144,380,93.5
144,436,90.5
144,534,90.5
144,640,95
144,,
144,120,94.5
144,310,93.5
144,401,97.5
144,466,94
144,513,96
144,592,90
144,,
144,120,95
144,278,94.5
144,329,93
144,445,96
144,482,
144,552,91
144,,
144,120,93.5
144,273,
144,311,92
144,358,91
144,463,88
144,662,91
144,,
144,120,97
144,276,92
144,317,94
144,433,92
144,559,
144,641,88
144,,
145,120,32
145,303,61.5
145,340,61.5
145,387,44
145,470,62.5
145,580,47.5
145,,
145,120,31
145,322,19.5
145,396,20
145,481,23.5
145,514,
145,544,70.5
145,,
145,120,19.5
145,316,28.5
145,392,29.5
145,471,25.5
145,572,
145,654,38
145,,
145,120,32
145,298,42.5
145,393,27
145,463,31
145,501,28.5
145,662,25
145,,
145,120,73
145,283,69.5
145,320,58.5
145,440,61
145,474,62
145,505,58.5
145,,
145,120,37.5
145,305,59
145,345,47
145,443,32
145,537,34.5
145,650,40.5
145,,
145,120,59
145,296,48
145,375,57
145,414,39.5
145,514,55
145,666,65.5
145,,
145,120,50.5
145,321,62
145,389,60
145,470,48
145,549,56
145,648,30
145,,
145,120,62
145,311,55
145,394,68.5
145,458,67
145,556,40.5
145,602,25.5
145,,
145,120,65.5
145,325,38.5
145,402,37
145,461,36.5
145,504,45
145,680,
145,,
145,120,58
145,320,38.5
145,377,50
145,436,50
145,512,45.5
145,628,41.5
145,,
145,120,45
145,302,53
145,392,51
145,480,
145,569,70
145,681,62.5
145,,
145,120,
145,319,33
145,350,43
145,438,54.5
145,521,
145,582,60
145,,
145,120,67.5
145,327,46
145,400,57.5
145,441,40.5
145,562,49
145,659,34
145,,
145,120,57
145,306,48.5
145,337,56
145,382,46.5
145,533,59
145,658,45.5
145,,
145,120,53.5
145,297,44
145,378,
145,410,55.5
145,441,52.5
145,685,47
145,,
145,120,52
145,274,40
145,338,
145,419,
145,497,50.5
145,631,51
145,,
145,120,
145,324,42
145,363,39
145,423,44.5
145,518,61.5
145,672,58.5
145,,
145,120,61
145,298,45
145,390,51
145,472,61
145,519,54.5
145,598,43.5
145,,
145,120,47.5
145,293,37
145,384,56.5
145,421,52
145,535,51.5
145,673,55.5
145,,
145,120,63.5
145,299,56
145,356,61
145,423,59.5
145,491,
145,560,51.5
145,,
146,60,50
146,259,55
146,335,65
146,423,49
146,525,40.5
146,635,32.5
146,,
146,60,50.5
146,279,38.5
146,358,49
146,464,42
146,525,54
146,611,54.5
146,,
146,60,50.5
146,247,49
146,311,54
146,368,15.5
146,434,40.5
146,493,52.5
146,,
146,60,56
146,242,49.5
146,284,55
146,358,54.5
146,474,55
146,574,30.5
146,,
146,60,53.5
146,242,27
146,336,
146,415,
146,446,63.5
146,670,31
146,,
146,60,34.5
146,219,29.5
146,276,30.5
146,335,41.5
146,438,
146,648,
146,,
146,60,52.5
146,214,55.5
146,245,54
146,305,57.5
146,408,36
146,656,42.5
146,,
146,60,49
146,265,53.5
146,313,51
146,394,51.5
146,471,55
146,623,67.5
146,,
146,60,58
146,275,58
146,356,58
146,462,
146,498,65.5
146,685,36.5
146,,
146,60,61
146,236,58.5
146,267,57.5
146,341,60.5
146,457,53.5
146,554,56
146,,
146,60,
146,269,52.5
146,301,66
146,391,56.5
146,533,62
146,607,67
146,,
146,60,61
146,261,61.5
146,350,56
146,422,71.5
146,533,57.5
146,630,54
146,,
146,60,55.5
146,264,59
146,362,53.5
146,450,49
146,499,49
146,612,32
146,,
146,60,55
146,222,51.5
146,284,55.5
146,379,60
146,409,58.5
146,459,56.5
146,,
146,60,57.5
146,214,
146,275,65
146,374,62
146,461,
146,598,58.5
146,,
146,60,59.5
146,271,59
146,310,54.5
146,357,62
146,435,55.5
146,657,57
146,,
146,60,59
146,268,55
146,334,57
146,395,59.5
146,440,60.5
146,479,58
146,,
146,60,61
146,261,61.5
146,338,
146,393,59
146,469,56
146,652,57.5
146,,
146,60,61.5
146,280,59.5
146,356,58
146,437,
146,511,
146,617,64
146,,
146,60,60.5
146,214,55
146,251,58.5
146,371,56
146,418,41
146,477,54.5
146,,
146,60,
146,217,54.5
146,270,59.5
146,308,47
146,447,48.5
146,511,55.5
146,,
150,120,25
150,294,43
150,325,61
150,428,22.5
150,505,68
150,600,71.5
150,,
150,120,20.5
150,282,24.5
150,359,30
150,428,26
150,554,27.5
150,676,82.5
150,,
150,120,68
150,287,79.5
150,333,74.5
150,368,80.5
150,445,76
150,653,78.5
150,,
150,120,24.5
150,320,70
150,395,44.5
150,473,86.5
150,547,51
150,630,84
150,,
150,120,79.5
150,311,81.5
150,394,
150,479,54
150,523,79
150,622,16.5
150,,
150,120,75
150,288,23
150,370,40.5
150,440,29
150,551,44.5
150,678,8
150,,
150,120,20.5
150,284,26
150,358,20
150,460,8.5
150,555,22
150,676,22
150,,
150,120,20.5
150,293,76
150,361,15.5
150,408,21
150,508,71
150,571,22.5
150,,
150,120,11
150,316,63.5
150,354,66
150,412,21
150,491,15
150,673,73.5
150,,
150,120,26.5
150,303,
150,342,26
150,398,32
150,498,57.5
150,654,20.5
150,,
150,120,17
150,289,19
150,368,23.5
150,450,25.5
150,561,20
150,683,24.5
150,,
150,120,74.5
150,300,17.5
150,391,27
150,446,20.5
150,564,68.5
150,635,
150,,
150,120,25
150,320,70.5
150,359,73
150,393,25.5
150,513,30
150,572,28.5
150,,
150,120,24.5
150,317,15.5
150,375,64.5
150,458,26
150,505,24.5
150,652,23.5
150,,
150,120,21.5
150,310,18
150,384,
150,438,67
150,484,26
150,518,38.5
150,,
150,120,75
150,308,
150,373,64
150,414,23.5
150,446,35.5
150,554,75
150,,
150,120,18
150,311,25.5
150,350,
150,408,78.5
150,441,77
150,684,21.5
150,,
150,120,51
150,313,23
150,366,67.5
150,427,53
150,493,54
150,593,67
150,,
150,120,12
150,299,35
150,341,22.5
150,390,27
150,455,24.5
150,563,26.5
150,,
150,120,75
150,302,65.5
150,384,68.5
150,484,69
150,558,56.5
150,672,33
150,,
150,120,71
150,325,24.5
150,378,46
150,463,37
150,527,36.5
150,638,31.5
150,,
152,60,52
152,259,78
152,345,73.5
152,442,64.5
152,564,67.5
152,626,22.5
152,,
152,60,71
152,210,25.5
152,329,45.5
152,386,
152,523,21
152,619,20.5
152,,
152,60,
152,249,69
152,341,15.5
152,409,11.5
152,511,10.5
152,581,44
152,,
152,60,16
152,274,22
152,365,16.5
152,451,21
152,554,16
152,673,34.5
152,,
152,60,19
152,275,
152,316,5.5
152,414,14.5
152,513,34
152,567,9.5
152,,
152,60,9
152,253,50
152,312,17
152,360,49.5
152,497,49.5
152,531,8
152,,
152,60,17
152,261,
152,351,6.5
152,418,
152,453,17
152,662,19
152,,
152,60,18
152,233,9
152,278,14
152,389,49.5
152,436,
152,626,24
152,,
152,60,8.5
152,264,13.5
152,357,14
152,446,8.5
152,486,19.5
152,573,8.5
152,,
152,60,4
152,260,1
152,367,13
152,437,50
152,523,26
152,625,5
152,,
152,60,6
152,263,3.5
152,319,10
152,408,41
152,478,18
152,564,33.5
152,,
152,60,31.5
152,246,49.5
152,289,35
152,359,49.5
152,514,22
152,584,9.5
152,,
152,60,11.5
152,265,14
152,353,
152,422,17.5
152,521,2.5
152,605,20.5
152,,
152,60,8
152,265,14.5
152,354,
152,418,19
152,502,23.5
152,645,6
152,,
152,60,44.5
152,240,8.5
152,315,11
152,377,18.5
152,437,
152,497,37
152,,
152,60,46.5
152,233,35.5
152,292,
152,381,26.5
152,442,17.5
152,672,66.5
152,,
152,60,46.5
152,241,32.5
152,351,41
152,434,33.5
152,517,49.5
152,586,13
152,,
152,60,17.5
152,231,26.5
152,326,22.5
152,365,9.5
